,Date,State,Average_Job_Created,Latitude,Longitude
40,2011-05,ALABAMA,1897,32.806671,-86.79113000000001
41,2011-06,ALABAMA,1896,32.806671,-86.79113000000001
42,2011-07,ALABAMA,1881,32.806671,-86.79113000000001
43,2011-08,ALABAMA,1886,32.806671,-86.79113000000001
44,2011-09,ALABAMA,1899,32.806671,-86.79113000000001
45,2011-10,ALABAMA,1894,32.806671,-86.79113000000001
46,2011-11,ALABAMA,1905,32.806671,-86.79113000000001
47,2011-12,ALABAMA,1904,32.806671,-86.79113000000001
48,2012-01,ALABAMA,1870,32.806671,-86.79113000000001
49,2012-02,ALABAMA,1882,32.806671,-86.79113000000001
50,2012-03,ALABAMA,1901,32.806671,-86.79113000000001
51,2012-04,ALABAMA,1909,32.806671,-86.79113000000001
52,2012-05,ALABAMA,1912,32.806671,-86.79113000000001
53,2012-06,ALABAMA,1916,32.806671,-86.79113000000001
54,2012-07,ALABAMA,1892,32.806671,-86.79113000000001
55,2012-08,ALABAMA,1903,32.806671,-86.79113000000001
56,2012-09,ALABAMA,1911,32.806671,-86.79113000000001
57,2012-10,ALABAMA,1914,32.806671,-86.79113000000001
58,2012-11,ALABAMA,1927,32.806671,-86.79113000000001
59,2012-12,ALABAMA,1926,32.806671,-86.79113000000001
60,2013-01,ALABAMA,1885,32.806671,-86.79113000000001
61,2013-02,ALABAMA,1903,32.806671,-86.79113000000001
62,2013-03,ALABAMA,1917,32.806671,-86.79113000000001
63,2013-04,ALABAMA,1926,32.806671,-86.79113000000001
64,2013-05,ALABAMA,1934,32.806671,-86.79113000000001
65,2013-06,ALABAMA,1935,32.806671,-86.79113000000001
66,2013-07,ALABAMA,1915,32.806671,-86.79113000000001
67,2013-08,ALABAMA,1923,32.806671,-86.79113000000001
68,2013-09,ALABAMA,1927,32.806671,-86.79113000000001
69,2013-10,ALABAMA,1929,32.806671,-86.79113000000001
70,2013-11,ALABAMA,1942,32.806671,-86.79113000000001
71,2013-12,ALABAMA,1947,32.806671,-86.79113000000001
72,2014-01,ALABAMA,1905,32.806671,-86.79113000000001
73,2014-02,ALABAMA,1915,32.806671,-86.79113000000001
74,2014-03,ALABAMA,1930,32.806671,-86.79113000000001
75,2014-04,ALABAMA,1944,32.806671,-86.79113000000001
76,2014-05,ALABAMA,1950,32.806671,-86.79113000000001
77,2014-06,ALABAMA,1953,32.806671,-86.79113000000001
78,2014-07,ALABAMA,1934,32.806671,-86.79113000000001
79,2014-08,ALABAMA,1945,32.806671,-86.79113000000001
80,2014-09,ALABAMA,1953,32.806671,-86.79113000000001
81,2014-10,ALABAMA,1959,32.806671,-86.79113000000001
82,2014-11,ALABAMA,1966,32.806671,-86.79113000000001
83,2014-12,ALABAMA,1974,32.806671,-86.79113000000001
84,2015-01,ALABAMA,1932,32.806671,-86.79113000000001
85,2015-02,ALABAMA,1945,32.806671,-86.79113000000001
86,2015-03,ALABAMA,1953,32.806671,-86.79113000000001
87,2015-04,ALABAMA,1969,32.806671,-86.79113000000001
88,2015-05,ALABAMA,1978,32.806671,-86.79113000000001
89,2015-06,ALABAMA,1979,32.806671,-86.79113000000001
90,2015-07,ALABAMA,1965,32.806671,-86.79113000000001
91,2015-08,ALABAMA,1972,32.806671,-86.79113000000001
92,2015-09,ALABAMA,1977,32.806671,-86.79113000000001
93,2015-10,ALABAMA,1985,32.806671,-86.79113000000001
94,2015-11,ALABAMA,1993,32.806671,-86.79113000000001
95,2015-12,ALABAMA,2000,32.806671,-86.79113000000001
96,2016-01,ALABAMA,1962,32.806671,-86.79113000000001
97,2016-02,ALABAMA,1974,32.806671,-86.79113000000001
98,2016-03,ALABAMA,1984,32.806671,-86.79113000000001
99,2016-04,ALABAMA,2001,32.806671,-86.79113000000001
100,2016-05,ALABAMA,2003,32.806671,-86.79113000000001
101,2016-06,ALABAMA,2003,32.806671,-86.79113000000001
102,2016-07,ALABAMA,1991,32.806671,-86.79113000000001
103,2016-08,ALABAMA,1998,32.806671,-86.79113000000001
104,2016-09,ALABAMA,2007,32.806671,-86.79113000000001
105,2016-10,ALABAMA,2005,32.806671,-86.79113000000001
106,2016-11,ALABAMA,2013,32.806671,-86.79113000000001
107,2016-12,ALABAMA,2016,32.806671,-86.79113000000001
108,2017-01,ALABAMA,1984,32.806671,-86.79113000000001
109,2017-02,ALABAMA,1999,32.806671,-86.79113000000001
110,2017-03,ALABAMA,2010,32.806671,-86.79113000000001
111,2017-04,ALABAMA,2016,32.806671,-86.79113000000001
112,2017-05,ALABAMA,2023,32.806671,-86.79113000000001
113,2017-06,ALABAMA,2028,32.806671,-86.79113000000001
114,2017-07,ALABAMA,2011,32.806671,-86.79113000000001
115,2017-08,ALABAMA,2019,32.806671,-86.79113000000001
116,2017-09,ALABAMA,2024,32.806671,-86.79113000000001
117,2017-10,ALABAMA,2030,32.806671,-86.79113000000001
118,2017-11,ALABAMA,2039,32.806671,-86.79113000000001
119,2017-12,ALABAMA,2037,32.806671,-86.79113000000001
120,2018-01,ALABAMA,2001,32.806671,-86.79113000000001
121,2008-01,ALASKA,300,61.370716,-152.404419
122,2008-02,ALASKA,306,61.370716,-152.404419
123,2008-03,ALASKA,308,61.370716,-152.404419
124,2008-04,ALASKA,312,61.370716,-152.404419
125,2008-05,ALASKA,327,61.370716,-152.404419
126,2008-06,ALASKA,341,61.370716,-152.404419
127,2008-07,ALASKA,346,61.370716,-152.404419
128,2008-08,ALASKA,345,61.370716,-152.404419
129,2008-09,ALASKA,337,61.370716,-152.404419
130,2008-10,ALASKA,319,61.370716,-152.404419
131,2008-11,ALASKA,311,61.370716,-152.404419
132,2008-12,ALASKA,309,61.370716,-152.404419
133,2009-01,ALASKA,302,61.370716,-152.404419
134,2009-02,ALASKA,307,61.370716,-152.404419
135,2009-03,ALASKA,308,61.370716,-152.404419
136,2009-04,ALASKA,313,61.370716,-152.404419
137,2009-05,ALASKA,323,61.370716,-152.404419
138,2009-06,ALASKA,338,61.370716,-152.404419
139,2009-07,ALASKA,343,61.370716,-152.404419
140,2009-08,ALASKA,342,61.370716,-152.404419
141,2009-09,ALASKA,334,61.370716,-152.404419
142,2009-10,ALASKA,317,61.370716,-152.404419
143,2009-11,ALASKA,310,61.370716,-152.404419
144,2009-12,ALASKA,307,61.370716,-152.404419
145,2010-01,ALASKA,303,61.370716,-152.404419
146,2010-02,ALASKA,307,61.370716,-152.404419
147,2010-03,ALASKA,309,61.370716,-152.404419
148,2010-04,ALASKA,315,61.370716,-152.404419
149,2010-05,ALASKA,325,61.370716,-152.404419
150,2010-06,ALASKA,343,61.370716,-152.404419
151,2010-07,ALASKA,349,61.370716,-152.404419
152,2010-08,ALASKA,347,61.370716,-152.404419
153,2010-09,ALASKA,341,61.370716,-152.404419
154,2010-10,ALASKA,324,61.370716,-152.404419
155,2010-11,ALASKA,317,61.370716,-152.404419
156,2010-12,ALASKA,314,61.370716,-152.404419
157,2011-01,ALASKA,308,61.370716,-152.404419
158,2011-02,ALASKA,314,61.370716,-152.404419
159,2011-03,ALASKA,316,61.370716,-152.404419
160,2011-04,ALASKA,321,61.370716,-152.404419
161,2011-05,ALASKA,330,61.370716,-152.404419
162,2011-06,ALASKA,348,61.370716,-152.404419
163,2011-07,ALASKA,354,61.370716,-152.404419
164,2011-08,ALASKA,352,61.370716,-152.404419
165,2011-09,ALASKA,347,61.370716,-152.404419
166,2011-10,ALASKA,329,61.370716,-152.404419
167,2011-11,ALASKA,321,61.370716,-152.404419
168,2011-12,ALASKA,318,61.370716,-152.404419
169,2012-01,ALASKA,312,61.370716,-152.404419
170,2012-02,ALASKA,320,61.370716,-152.404419
171,2012-03,ALASKA,322,61.370716,-152.404419
172,2012-04,ALASKA,326,61.370716,-152.404419
173,2012-05,ALASKA,337,61.370716,-152.404419
174,2012-06,ALASKA,354,61.370716,-152.404419
175,2012-07,ALASKA,358,61.370716,-152.404419
176,2012-08,ALASKA,357,61.370716,-152.404419
177,2012-09,ALASKA,349,61.370716,-152.404419
178,2012-10,ALASKA,336,61.370716,-152.404419
179,2012-11,ALASKA,325,61.370716,-152.404419
180,2012-12,ALASKA,321,61.370716,-152.404419
181,2013-01,ALASKA,314,61.370716,-152.404419
182,2013-02,ALASKA,322,61.370716,-152.404419
183,2013-03,ALASKA,324,61.370716,-152.404419
184,2013-04,ALASKA,329,61.370716,-152.404419
185,2013-05,ALASKA,340,61.370716,-152.404419
186,2013-06,ALASKA,355,61.370716,-152.404419
187,2013-07,ALASKA,360,61.370716,-152.404419
188,2013-08,ALASKA,359,61.370716,-152.404419
189,2013-09,ALASKA,351,61.370716,-152.404419
190,2013-10,ALASKA,333,61.370716,-152.404419
191,2013-11,ALASKA,325,61.370716,-152.404419
192,2013-12,ALASKA,322,61.370716,-152.404419
193,2014-01,ALASKA,318,61.370716,-152.404419
194,2014-02,ALASKA,322,61.370716,-152.404419
195,2014-03,ALASKA,325,61.370716,-152.404419
196,2014-04,ALASKA,331,61.370716,-152.404419
197,2014-05,ALASKA,344,61.370716,-152.404419
198,2014-06,ALASKA,356,61.370716,-152.404419
199,2014-07,ALASKA,362,61.370716,-152.404419
200,2014-08,ALASKA,360,61.370716,-152.404419
201,2014-09,ALASKA,350,61.370716,-152.404419
202,2014-10,ALASKA,335,61.370716,-152.404419
203,2014-11,ALASKA,326,61.370716,-152.404419
204,2014-12,ALASKA,324,61.370716,-152.404419
205,2015-01,ALASKA,321,61.370716,-152.404419
206,2015-02,ALASKA,326,61.370716,-152.404419
207,2015-03,ALASKA,328,61.370716,-152.404419
208,2015-04,ALASKA,332,61.370716,-152.404419
209,2015-05,ALASKA,345,61.370716,-152.404419
210,2015-06,ALASKA,358,61.370716,-152.404419
211,2015-07,ALASKA,365,61.370716,-152.404419
212,2015-08,ALASKA,360,61.370716,-152.404419
213,2015-09,ALASKA,351,61.370716,-152.404419
214,2015-10,ALASKA,334,61.370716,-152.404419
215,2015-11,ALASKA,324,61.370716,-152.404419
216,2015-12,ALASKA,321,61.370716,-152.404419
217,2016-01,ALASKA,317,61.370716,-152.404419
218,2016-02,ALASKA,322,61.370716,-152.404419
219,2016-03,ALASKA,323,61.370716,-152.404419
220,2016-04,ALASKA,330,61.370716,-152.404419
221,2016-05,ALASKA,340,61.370716,-152.404419
222,2016-06,ALASKA,351,61.370716,-152.404419
223,2016-07,ALASKA,358,61.370716,-152.404419
224,2016-08,ALASKA,354,61.370716,-152.404419
225,2016-09,ALASKA,342,61.370716,-152.404419
226,2016-10,ALASKA,328,61.370716,-152.404419
227,2016-11,ALASKA,318,61.370716,-152.404419
228,2016-12,ALASKA,316,61.370716,-152.404419
229,2017-01,ALASKA,310,61.370716,-152.404419
230,2017-02,ALASKA,317,61.370716,-152.404419
231,2017-03,ALASKA,318,61.370716,-152.404419
232,2017-04,ALASKA,321,61.370716,-152.404419
233,2017-05,ALASKA,335,61.370716,-152.404419
234,2017-06,ALASKA,349,61.370716,-152.404419
235,2017-07,ALASKA,353,61.370716,-152.404419
236,2017-08,ALASKA,351,61.370716,-152.404419
237,2017-09,ALASKA,340,61.370716,-152.404419
238,2017-10,ALASKA,325,61.370716,-152.404419
239,2017-11,ALASKA,314,61.370716,-152.404419
240,2017-12,ALASKA,312,61.370716,-152.404419
241,2018-01,ALASKA,308,61.370716,-152.404419
242,2008-01,ARIZONA,2650,33.729759,-111.431221
243,2008-02,ARIZONA,2673,33.729759,-111.431221
244,2008-03,ARIZONA,2672,33.729759,-111.431221
245,2008-04,ARIZONA,2661,33.729759,-111.431221
246,2008-05,ARIZONA,2655,33.729759,-111.431221
247,2008-06,ARIZONA,2605,33.729759,-111.431221
248,2008-07,ARIZONA,2563,33.729759,-111.431221
249,2008-08,ARIZONA,2601,33.729759,-111.431221
250,2008-09,ARIZONA,2607,33.729759,-111.431221
251,2008-10,ARIZONA,2600,33.729759,-111.431221
252,2008-11,ARIZONA,2596,33.729759,-111.431221
253,2008-12,ARIZONA,2581,33.729759,-111.431221
254,2009-01,ARIZONA,2498,33.729759,-111.431221
255,2009-02,ARIZONA,2493,33.729759,-111.431221
256,2009-03,ARIZONA,2485,33.729759,-111.431221
257,2009-04,ARIZONA,2467,33.729759,-111.431221
258,2009-05,ARIZONA,2451,33.729759,-111.431221
259,2009-06,ARIZONA,2391,33.729759,-111.431221
260,2009-07,ARIZONA,2363,33.729759,-111.431221
261,2009-08,ARIZONA,2387,33.729759,-111.431221
262,2009-09,ARIZONA,2400,33.729759,-111.431221
263,2009-10,ARIZONA,2407,33.729759,-111.431221
264,2009-11,ARIZONA,2421,33.729759,-111.431221
265,2009-12,ARIZONA,2422,33.729759,-111.431221
266,2010-01,ARIZONA,2366,33.729759,-111.431221
267,2010-02,ARIZONA,2385,33.729759,-111.431221
268,2010-03,ARIZONA,2396,33.729759,-111.431221
269,2010-04,ARIZONA,2407,33.729759,-111.431221
270,2010-05,ARIZONA,2413,33.729759,-111.431221
271,2010-06,ARIZONA,2351,33.729759,-111.431221
272,2010-07,ARIZONA,2326,33.729759,-111.431221
273,2010-08,ARIZONA,2357,33.729759,-111.431221
274,2010-09,ARIZONA,2373,33.729759,-111.431221
275,2010-10,ARIZONA,2402,33.729759,-111.431221
276,2010-11,ARIZONA,2423,33.729759,-111.431221
277,2010-12,ARIZONA,2430,33.729759,-111.431221
278,2011-01,ARIZONA,2379,33.729759,-111.431221
279,2011-02,ARIZONA,2402,33.729759,-111.431221
280,2011-03,ARIZONA,2414,33.729759,-111.431221
281,2011-04,ARIZONA,2426,33.729759,-111.431221
282,2011-05,ARIZONA,2425,33.729759,-111.431221
283,2011-06,ARIZONA,2361,33.729759,-111.431221
284,2011-07,ARIZONA,2337,33.729759,-111.431221
285,2011-08,ARIZONA,2392,33.729759,-111.431221
286,2011-09,ARIZONA,2422,33.729759,-111.431221
287,2011-10,ARIZONA,2440,33.729759,-111.431221
288,2011-11,ARIZONA,2464,33.729759,-111.431221
289,2011-12,ARIZONA,2467,33.729759,-111.431221
290,2012-01,ARIZONA,2425,33.729759,-111.431221
291,2012-02,ARIZONA,2448,33.729759,-111.431221
292,2012-03,ARIZONA,2466,33.729759,-111.431221
293,2012-04,ARIZONA,2468,33.729759,-111.431221
294,2012-05,ARIZONA,2464,33.729759,-111.431221
295,2012-06,ARIZONA,2420,33.729759,-111.431221
296,2012-07,ARIZONA,2387,33.729759,-111.431221
297,2012-08,ARIZONA,2445,33.729759,-111.431221
298,2012-09,ARIZONA,2474,33.729759,-111.431221
299,2012-10,ARIZONA,2494,33.729759,-111.431221
300,2012-11,ARIZONA,2523,33.729759,-111.431221
301,2012-12,ARIZONA,2531,33.729759,-111.431221
302,2013-01,ARIZONA,2478,33.729759,-111.431221
303,2013-02,ARIZONA,2505,33.729759,-111.431221
304,2013-03,ARIZONA,2517,33.729759,-111.431221
305,2013-04,ARIZONA,2526,33.729759,-111.431221
306,2013-05,ARIZONA,2524,33.729759,-111.431221
307,2013-06,ARIZONA,2472,33.729759,-111.431221
308,2013-07,ARIZONA,2451,33.729759,-111.431221
309,2013-08,ARIZONA,2502,33.729759,-111.431221
310,2013-09,ARIZONA,2530,33.729759,-111.431221
311,2013-10,ARIZONA,2553,33.729759,-111.431221
312,2013-11,ARIZONA,2586,33.729759,-111.431221
313,2013-12,ARIZONA,2592,33.729759,-111.431221
314,2014-01,ARIZONA,2536,33.729759,-111.431221
315,2014-02,ARIZONA,2558,33.729759,-111.431221
316,2014-03,ARIZONA,2566,33.729759,-111.431221
317,2014-04,ARIZONA,2577,33.729759,-111.431221
318,2014-05,ARIZONA,2564,33.729759,-111.431221
319,2014-06,ARIZONA,2520,33.729759,-111.431221
320,2014-07,ARIZONA,2497,33.729759,-111.431221
321,2014-08,ARIZONA,2547,33.729759,-111.431221
322,2014-09,ARIZONA,2576,33.729759,-111.431221
323,2014-10,ARIZONA,2610,33.729759,-111.431221
324,2014-11,ARIZONA,2639,33.729759,-111.431221
325,2014-12,ARIZONA,2649,33.729759,-111.431221
326,2015-01,ARIZONA,2596,33.729759,-111.431221
327,2015-02,ARIZONA,2621,33.729759,-111.431221
328,2015-03,ARIZONA,2628,33.729759,-111.431221
329,2015-04,ARIZONA,2639,33.729759,-111.431221
330,2015-05,ARIZONA,2630,33.729759,-111.431221
331,2015-06,ARIZONA,2576,33.729759,-111.431221
332,2015-07,ARIZONA,2563,33.729759,-111.431221
333,2015-08,ARIZONA,2614,33.729759,-111.431221
334,2015-09,ARIZONA,2646,33.729759,-111.431221
335,2015-10,ARIZONA,2686,33.729759,-111.431221
336,2015-11,ARIZONA,2715,33.729759,-111.431221
337,2015-12,ARIZONA,2718,33.729759,-111.431221
338,2016-01,ARIZONA,2663,33.729759,-111.431221
339,2016-02,ARIZONA,2693,33.729759,-111.431221
340,2016-03,ARIZONA,2701,33.729759,-111.431221
341,2016-04,ARIZONA,2717,33.729759,-111.431221
342,2016-05,ARIZONA,2704,33.729759,-111.431221
343,2016-06,ARIZONA,2647,33.729759,-111.431221
344,2016-07,ARIZONA,2642,33.729759,-111.431221
345,2016-08,ARIZONA,2690,33.729759,-111.431221
346,2016-09,ARIZONA,2730,33.729759,-111.431221
347,2016-10,ARIZONA,2754,33.729759,-111.431221
348,2016-11,ARIZONA,2778,33.729759,-111.431221
349,2016-12,ARIZONA,2782,33.729759,-111.431221
350,2017-01,ARIZONA,2731,33.729759,-111.431221
351,2017-02,ARIZONA,2758,33.729759,-111.431221
352,2017-03,ARIZONA,2769,33.729759,-111.431221
353,2017-04,ARIZONA,2782,33.729759,-111.431221
354,2017-05,ARIZONA,2769,33.729759,-111.431221
355,2017-06,ARIZONA,2726,33.729759,-111.431221
356,2017-07,ARIZONA,2703,33.729759,-111.431221
357,2017-08,ARIZONA,2758,33.729759,-111.431221
358,2017-09,ARIZONA,2794,33.729759,-111.431221
359,2017-10,ARIZONA,2823,33.729759,-111.431221
360,2017-11,ARIZONA,2852,33.729759,-111.431221
361,2017-12,ARIZONA,2857,33.729759,-111.431221
362,2018-01,ARIZONA,2807,33.729759,-111.431221
363,2008-01,ARKANSAS,1191,34.969704,-92.37312299999999
364,2008-02,ARKANSAS,1198,34.969704,-92.37312299999999
365,2008-03,ARKANSAS,1206,34.969704,-92.37312299999999
366,2008-04,ARKANSAS,1207,34.969704,-92.37312299999999
367,2008-05,ARKANSAS,1212,34.969704,-92.37312299999999
368,2008-06,ARKANSAS,1209,34.969704,-92.37312299999999
369,2008-07,ARKANSAS,1190,34.969704,-92.37312299999999
370,2008-08,ARKANSAS,1200,34.969704,-92.37312299999999
371,2008-09,ARKANSAS,1211,34.969704,-92.37312299999999
372,2008-10,ARKANSAS,1204,34.969704,-92.37312299999999
373,2008-11,ARKANSAS,1200,34.969704,-92.37312299999999
374,2008-12,ARKANSAS,1195,34.969704,-92.37312299999999
375,2009-01,ARKANSAS,1167,34.969704,-92.37312299999999
376,2009-02,ARKANSAS,1168,34.969704,-92.37312299999999
377,2009-03,ARKANSAS,1173,34.969704,-92.37312299999999
378,2009-04,ARKANSAS,1174,34.969704,-92.37312299999999
379,2009-05,ARKANSAS,1171,34.969704,-92.37312299999999
380,2009-06,ARKANSAS,1164,34.969704,-92.37312299999999
381,2009-07,ARKANSAS,1151,34.969704,-92.37312299999999
382,2009-08,ARKANSAS,1154,34.969704,-92.37312299999999
383,2009-09,ARKANSAS,1164,34.969704,-92.37312299999999
384,2009-10,ARKANSAS,1161,34.969704,-92.37312299999999
385,2009-11,ARKANSAS,1163,34.969704,-92.37312299999999
386,2009-12,ARKANSAS,1162,34.969704,-92.37312299999999
387,2010-01,ARKANSAS,1136,34.969704,-92.37312299999999
388,2010-02,ARKANSAS,1137,34.969704,-92.37312299999999
389,2010-03,ARKANSAS,1154,34.969704,-92.37312299999999
390,2010-04,ARKANSAS,1162,34.969704,-92.37312299999999
391,2010-05,ARKANSAS,1175,34.969704,-92.37312299999999
392,2010-06,ARKANSAS,1177,34.969704,-92.37312299999999
393,2010-07,ARKANSAS,1159,34.969704,-92.37312299999999
394,2010-08,ARKANSAS,1164,34.969704,-92.37312299999999
395,2010-09,ARKANSAS,1172,34.969704,-92.37312299999999
396,2010-10,ARKANSAS,1171,34.969704,-92.37312299999999
397,2010-11,ARKANSAS,1172,34.969704,-92.37312299999999
398,2010-12,ARKANSAS,1172,34.969704,-92.37312299999999
399,2011-01,ARKANSAS,1148,34.969704,-92.37312299999999
400,2011-02,ARKANSAS,1148,34.969704,-92.37312299999999
401,2011-03,ARKANSAS,1162,34.969704,-92.37312299999999
402,2011-04,ARKANSAS,1177,34.969704,-92.37312299999999
403,2011-05,ARKANSAS,1173,34.969704,-92.37312299999999
404,2011-06,ARKANSAS,1166,34.969704,-92.37312299999999
405,2011-07,ARKANSAS,1159,34.969704,-92.37312299999999
406,2011-08,ARKANSAS,1166,34.969704,-92.37312299999999
407,2011-09,ARKANSAS,1178,34.969704,-92.37312299999999
408,2011-10,ARKANSAS,1184,34.969704,-92.37312299999999
409,2011-11,ARKANSAS,1184,34.969704,-92.37312299999999
410,2011-12,ARKANSAS,1183,34.969704,-92.37312299999999
411,2012-01,ARKANSAS,1160,34.969704,-92.37312299999999
412,2012-02,ARKANSAS,1166,34.969704,-92.37312299999999
413,2012-03,ARKANSAS,1177,34.969704,-92.37312299999999
414,2012-04,ARKANSAS,1182,34.969704,-92.37312299999999
415,2012-05,ARKANSAS,1188,34.969704,-92.37312299999999
416,2012-06,ARKANSAS,1181,34.969704,-92.37312299999999
417,2012-07,ARKANSAS,1161,34.969704,-92.37312299999999
418,2012-08,ARKANSAS,1170,34.969704,-92.37312299999999
419,2012-09,ARKANSAS,1181,34.969704,-92.37312299999999
420,2012-10,ARKANSAS,1182,34.969704,-92.37312299999999
421,2012-11,ARKANSAS,1184,34.969704,-92.37312299999999
422,2012-12,ARKANSAS,1187,34.969704,-92.37312299999999
423,2013-01,ARKANSAS,1161,34.969704,-92.37312299999999
424,2013-02,ARKANSAS,1170,34.969704,-92.37312299999999
425,2013-03,ARKANSAS,1177,34.969704,-92.37312299999999
426,2013-04,ARKANSAS,1182,34.969704,-92.37312299999999
427,2013-05,ARKANSAS,1186,34.969704,-92.37312299999999
428,2013-06,ARKANSAS,1176,34.969704,-92.37312299999999
429,2013-07,ARKANSAS,1162,34.969704,-92.37312299999999
430,2013-08,ARKANSAS,1169,34.969704,-92.37312299999999
431,2013-09,ARKANSAS,1183,34.969704,-92.37312299999999
432,2013-10,ARKANSAS,1186,34.969704,-92.37312299999999
433,2013-11,ARKANSAS,1189,34.969704,-92.37312299999999
434,2013-12,ARKANSAS,1184,34.969704,-92.37312299999999
435,2014-01,ARKANSAS,1164,34.969704,-92.37312299999999
436,2014-02,ARKANSAS,1173,34.969704,-92.37312299999999
437,2014-03,ARKANSAS,1182,34.969704,-92.37312299999999
438,2014-04,ARKANSAS,1190,34.969704,-92.37312299999999
439,2014-05,ARKANSAS,1198,34.969704,-92.37312299999999
440,2014-06,ARKANSAS,1190,34.969704,-92.37312299999999
441,2014-07,ARKANSAS,1173,34.969704,-92.37312299999999
442,2014-08,ARKANSAS,1183,34.969704,-92.37312299999999
443,2014-09,ARKANSAS,1200,34.969704,-92.37312299999999
444,2014-10,ARKANSAS,1203,34.969704,-92.37312299999999
445,2014-11,ARKANSAS,1208,34.969704,-92.37312299999999
446,2014-12,ARKANSAS,1212,34.969704,-92.37312299999999
447,2015-01,ARKANSAS,1187,34.969704,-92.37312299999999
448,2015-02,ARKANSAS,1196,34.969704,-92.37312299999999
449,2015-03,ARKANSAS,1198,34.969704,-92.37312299999999
450,2015-04,ARKANSAS,1209,34.969704,-92.37312299999999
451,2015-05,ARKANSAS,1219,34.969704,-92.37312299999999
452,2015-06,ARKANSAS,1212,34.969704,-92.37312299999999
453,2015-07,ARKANSAS,1198,34.969704,-92.37312299999999
454,2015-08,ARKANSAS,1210,34.969704,-92.37312299999999
455,2015-09,ARKANSAS,1227,34.969704,-92.37312299999999
456,2015-10,ARKANSAS,1228,34.969704,-92.37312299999999
457,2015-11,ARKANSAS,1233,34.969704,-92.37312299999999
458,2015-12,ARKANSAS,1237,34.969704,-92.37312299999999
459,2016-01,ARKANSAS,1210,34.969704,-92.37312299999999
460,2016-02,ARKANSAS,1220,34.969704,-92.37312299999999
461,2016-03,ARKANSAS,1227,34.969704,-92.37312299999999
462,2016-04,ARKANSAS,1235,34.969704,-92.37312299999999
463,2016-05,ARKANSAS,1239,34.969704,-92.37312299999999
464,2016-06,ARKANSAS,1231,34.969704,-92.37312299999999
465,2016-07,ARKANSAS,1218,34.969704,-92.37312299999999
466,2016-08,ARKANSAS,1227,34.969704,-92.37312299999999
467,2016-09,ARKANSAS,1245,34.969704,-92.37312299999999
468,2016-10,ARKANSAS,1245,34.969704,-92.37312299999999
469,2016-11,ARKANSAS,1247,34.969704,-92.37312299999999
470,2016-12,ARKANSAS,1247,34.969704,-92.37312299999999
471,2017-01,ARKANSAS,1224,34.969704,-92.37312299999999
472,2017-02,ARKANSAS,1235,34.969704,-92.37312299999999
473,2017-03,ARKANSAS,1243,34.969704,-92.37312299999999
474,2017-04,ARKANSAS,1251,34.969704,-92.37312299999999
475,2017-05,ARKANSAS,1254,34.969704,-92.37312299999999
476,2017-06,ARKANSAS,1248,34.969704,-92.37312299999999
